id,text,tags
95,"我喜欢淡淡的生活 淡淡的情绪 淡淡的心情和简略的语言 就像雨滴落在地面没有任何痕迹 我喜欢这样平静的生活 淡淡的就会减少很多的痛苦 淡淡的就会顺顺的🧺","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_essay"", ""style_emoji_heavy""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""生活"", ""情绪"", ""雨""]}"
96,"名为明天的奇迹ᕀ𓂋᜔˖","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""明天""]}"
97,"“星期八的第25小时”","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_abstract""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""星期八""]}"
98,"“听听时间怎么说”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""时间""]}"
99,"想了半天漂亮话 发现最漂亮的是你","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_essay""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": []}"
100,"被爱好似有靠山","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""靠山""]}"
101,"plog:✍🏻️去爱具体又普通的日子✧>ᴗo⸝⸝🧀","{""mood"": [""mood_healing""], ""scene"": [""scene_daily""], ""style"": [""style_symbol_deco"", ""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""日子""]}"
102,"拥有一个你那便天下无敌^⌯𖥦⌯^੭!","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy"", ""style_colloquial""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 4, ""keywords"": []}"
103,"“看云嘛我请客.”","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""云""]}"
104,"“不如我们一起去散步吧”","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""散步""]}"
105,"“拥有今天就好好感受今天”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""今天""]}"
106,"也许是天气 也许是运气","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""天气"", ""运气""]}"
107,"愿我们都能站在幸福里","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""幸福""]}"
108,"在我喜欢的状态里生活","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""生活""]}"
109,"幸福 淡淡的...^_^","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal"", ""style_emoji_heavy""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""幸福""]}"
110,"是某天是一瞬间","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""瞬间""]}"
111,"故事开始了","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
112,"直到有一天我的实况出现你的声音","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": [""实况"", ""声音""]}"
113,"新一岁的幸福  我先接住了˗ˋˏ🍰ˎˊ˗","{""mood"": [""mood_happy""], ""scene"": [""scene_holiday""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_record""], ""theme"": [""theme_happiness""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""生日"", ""蛋糕""]}"
114,"慢慢急 不要来 ˶>๐<˵","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
115,"i miss u...( ́。-ω(-ω-。`)","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": []}"
116,"如果天气好的话 我想在绿色围绕的地方喝一杯咖啡 看着自己的小狗尽情的奔跑 和朋友聊着一些最近的八卦 这就是我的幸福。🫧🪴","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness"", ""theme_pet"", ""theme_friendship""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""咖啡"", ""小狗"", ""朋友"", ""绿色""]}"
117,"出門偶遇〔^. ̫.^〕Ⳋ","{""mood"": [""mood_happy""], ""scene"": [""scene_daily""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
118,"大树会拥抱每一个抬头的人","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""大树""]}"
119,"一张照片 半句再见 尘封的纪念","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""照片"", ""纪念""]}"
120,"日子就这样淡淡的度过","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": []}"
121,"我喜欢这种半丧不丧斗志昂扬的发疯。","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": []}"
122,"“终有新故事 值得盼望”","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""新故事""]}"
123,"五月篇章","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""五月""]}"
124,"眼下是春天","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""春天""]}"
125,"最近.jpg(>_>)","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
126,"更新日记","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""日记""]}"
127,"淡淡的生活","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": []}"
128,"你一直在 比什么都好","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": []}"
129,"萌而已 我认了⁃̀⩊⁃́","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
130,"“夏天与海我与朋友”","{""mood"": [""mood_happy""], ""scene"": [""scene_travel""], ""style"": [""style_quote""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_season_spring""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""夏天"", ""海"", ""朋友""]}"
131,"""放松点,就当漫游地球。""","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""地球""]}"
132,"那些平淡、回甘、安心的时刻","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
133,"最近趁着天气暖和出来逛公园 拍了很多喜欢的照片 喜欢花 喜欢在公园发呆","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_season_spring"", ""theme_happiness""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""公园"", ""花"", ""春天""]}"
134,"也许 或者 会见面","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": []}"
135,"日子慢下来才会有浪漫","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""浪漫""]}"
136,"东拼西凑","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
137,"十一月 祝我们有拥挤的新雪和喜悦","{""mood"": [""mood_happy""], ""scene"": [""scene_holiday""], ""style"": [""style_poetic""], ""purpose"": [""purpose_record""], ""theme"": [""theme_season_autumn_winter""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""十一月"", ""新雪""]}"
138,"永住太阳里","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""太阳""]}"
139,"最近看到的美国现代诗人罗伯特的一首小诗Stopping by Woods on a Snowy Evening,被结尾几句深深吸引住了。","{""mood"": [""mood_reflective""], ""scene"": [""scene_music""], ""style"": [""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""罗伯特"", ""诗"", ""雪""]}"
140,"做一个有趣的生活家","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""生活家""]}"
141,"苹果不去想橘子的问题","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""苹果"", ""橘子""]}"
142,"放慢生活步调","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": []}"
143,"▪️小得盈满 爱逢其时","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": []}"
144,"我的生命是一万次春和景明","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 4, ""keywords"": [""生命"", ""春和景明""]}"
145,"错误时间,错误地点,超级困蛋,睡觉中断。","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""困""]}"
146,"照片 唯一锁住时间的公式","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""照片"", ""时间""]}"
147,"如果 天气好的话","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_sunny""], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""天气""]}"
148,"万物与我都是自由诗","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_freedom""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""万物"", ""自由诗""]}"
149,"生活暴击 偷偷掉小珍珠","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""小珍珠""]}"
150,"村长 我想做有恒心又有毅力的小羊","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""村长"", ""小羊""]}"
